origin_uic,destination_uic,distance_km,duration_minutes,line_code,line_status
87213603,87212373,6.99,5,150000,NEUT
87213603,87213108,0.4,1,150000,VS
87213611,87212118,10.47,7,146000,EXPLOITE
87213611,87213108,7.77,5,150000,EXPLOITE
87213678,87213058,10.53,7,146000,EXPLOITE
87213744,87213785,10.55,7,161000,EXPLOITE
87213744,87215699,10.41,7,161000,EXPLOITE
87213785,87213165,10.14,7,161000,EXPLOITE
87213785,87213744,10.55,7,161000,EXPLOITE
87214056,87182014,20.99,15,115000,EXPLOITE
87214056,87212027,42.03,21,TGV,TGV
87214056,87214213,10.44,7,111000,EXPLOITE
87214106,87214114,10.19,7,115000,EXPLOITE
87214114,87214106,10.19,7,115000,EXPLOITE
87214122,87214130,10.07,7,115000,EXPLOITE
87214130,87214122,10.07,7,115000,EXPLOITE
87214148,87212274,10.1,7,115000,EXPLOITE
87214213,87214056,10.44,7,111000,EXPLOITE
87214221,87214247,10.09,7,111000,EXPLOITE
87214247,87214221,10.09,7,111000,EXPLOITE
87214288,87214296,10.16,7,111000,EXPLOITE
87214296,87214288,10.16,7,111000,EXPLOITE
87214320,87214551,2.98,2,111000,EXPLOITE
87214320,87214627,10.18,7,110000,EXPLOITE
87214528,87214551,10.1,7,110000,EXPLOITE
87214536,87212191,10.2,7,110000,EXPLOITE
87214551,87214320,2.98,2,111000,EXPLOITE
87214551,87214528,10.1,7,110000,EXPLOITE
87214627,87214320,10.18,7,110000,EXPLOITE
87214635,87214726,10.09,7,110000,EXPLOITE
87214676,87214734,10.13,7,110000,EXPLOITE
87214726,87214635,10.09,7,110000,EXPLOITE
87214734,87214676,10.13,7,110000,EXPLOITE
87214742,87214775,10.04,7,110000,EXPLOITE
87214775,87214742,10.04,7,110000,EXPLOITE
87214783,87144345,10.09,7,110000,EXPLOITE
87215012,87141002,64.66,40,TGV,TGV
87215012,87141150,44.07,24,TGV,TGV
87215012,87192039,76.19,46,TGV,TGV
87215012,87212183,23.74,17,5000,EXPLOITE
87215012,87212225,22.69,16,TGV,TGV
87215012,87215079,3.23,2,114300,EXPLOITE
87215012,87215103,20.2,15,70000,EXPLOITE
87215012,87215335,10.02,7,140000,EXPLOITE
87215079,87215012,3.23,2,114300,EXPLOITE
87215079,87215160,10.09,7,70000,EXPLOITE
87215079,87215335,10.2,7,5000,EXPLOITE
87215103,87141150,20.11,15,70000,EXPLOITE
87215103,87215012,20.2,15,70000,EXPLOITE
87215160,87212225,10.04,7,70000,EXPLOITE
87215160,87215079,10.09,7,70000,EXPLOITE
87215335,87192302,20.24,15,140000,EXPLOITE
87215335,87215012,10.02,7,140000,EXPLOITE
87215335,87215079,10.2,7,5000,EXPLOITE
87215335,87215459,18.0,13,168000,FERME ND
87215459,87215335,18.0,13,168000,FERME ND
87215632,87193615,13.12,9,161000,EXPLOITE
87215665,87193664,10.08,7,161000,EXPLOITE
87215665,87215699,10.48,7,161000,EXPLOITE
87215699,87213744,10.41,7,161000,EXPLOITE
87215699,87215665,10.48,7,161000,EXPLOITE
87223263,87271494,185.44,56,TGV,TGV
87223263,87313882,88.45,29,TGV,TGV
87223263,87342014,44.38,22,TGV,TGV
87271205,87393041,0.83,1,955000,NEUT
87271247,87271304,0.62,1,272316,EXPLOITE
87271247,87328328,0.93,1,983000,EXPLOITE
87271247,87381046,10.31,7,973000,EXPLOITE
87271247,87381137,0.08,1,979000,EXPLOITE
87271247,87381848,0.27,1,968300,NEUT
87271247,87393116,10.02,7,977000,EXPLOITE
87271304,87164780,0.24,1,1306,EXPLOITE
87271304,87271247,0.62,1,272316,EXPLOITE
87271304,87547315,1.51,1,1379,EXPLOITE
87271403,87697318,10.05,7,990000,EXPLOITE
87271403,87697334,0.47,1,960000,EXPLOITE
87271411,87113712,8.03,6,958000,EXPLOITE
87271452,87271528,10.02,7,229000,EXPLOITE
87271460,87276220,10.43,7,226000,EXPLOITE
87271460,87276253,2.24,1,226301,EXPLOITE
87271486,87431791,4.85,3,229606,VS
87271494,87111849,21.46,11,TGV,TGV
87271494,87171926,106.26,32,TGV,TGV
87271494,87223263,185.44,55,TGV,TGV
87271494,87286005,185.07,57,TGV,TGV
87271494,87313882,96.98,29,TGV,TGV
87271494,87318964,589.95,162,TGV,TGV
87271494,87723197,399.62,122,TGV,TGV
87271494,87751008,669.72,178,TGV,TGV
87271510,87272047,10.13,7,226310,EXPLOITE
87271528,87116327,10.17,7,226310,EXPLOITE
87271528,87271452,10.02,7,229000,EXPLOITE
87271551,87272054,10.71,8,229000,EXPLOITE
87271577,87271585,10.01,7,229000,EXPLOITE
87271577,87276253,20.44,15,226000,EXPLOITE
87271577,87276311,20.37,15,226000,EXPLOITE
87271585,87271577,10.01,7,229000,EXPLOITE
87271585,87271593,0.25,1,231000,DEC NV
87271585,87276311,20.77,15,232000,EXPLOITE
87271593,87271585,0.25,1,231000,DEC NV
87271601,87271734,10.89,8,229000,EXPLOITE
87271734,87271601,10.89,8,229000,EXPLOITE
87271734,87272286,10.04,7,229000,EXPLOITE
87271775,87271783,10.08,7,229000,EXPLOITE
87271783,87271775,10.08,7,229000,EXPLOITE
87271783,87271874,10.03,7,229000,EXPLOITE
87271817,87271882,10.63,7,229000,EXPLOITE
87271874,87271783,10.03,7,229000,EXPLOITE
87271882,87271817,10.63,7,229000,EXPLOITE
87272021,87272039,10.09,7,315000,EXPLOITE
87272021,87276451,10.0,7,325000,EXPLOITE
87272039,87272021,10.09,7,315000,EXPLOITE
87272047,87271510,10.13,7,226310,EXPLOITE
87272054,87271551,10.71,8,229000,EXPLOITE
87272286,87271734,10.04,7,229000,EXPLOITE
87276006,87276402,10.02,7,272000,EXPLOITE
87276063,87381798,4.03,3,334900,EXPLOITE
87276113,87276261,10.03,7,272000,EXPLOITE
87276162,87276626,10.06,7,330000,EXPLOITE
87276162,87334482,2.59,1,337300,EXPLOITE
87276188,87276345,0.77,1,963306,FERME ND
87276188,87381863,0.64,1,334301,EXPLOITE
87276212,87313296,10.45,7,272000,EXPLOITE
87276220,87271460,10.43,7,226000,EXPLOITE
87276220,87276246,10.34,7,272000,EXPLOITE
87276220,87697342,1.12,1,272321,EXPLOITE
87276246,87276220,10.34,7,272000,EXPLOITE
87276253,87271460,2.24,1,226301,EXPLOITE
87276253,87271577,20.44,15,226000,EXPLOITE
87276253,87276261,2.02,1,272608,VS
87276253,87276287,10.07,7,272000,EXPLOITE
87276261,87276113,10.03,7,272000,EXPLOITE
87276261,87276253,2.02,1,272608,VS
87276287,87276253,10.07,7,272000,EXPLOITE
87276303,87276733,1.49,1,243300,EXPLOITE
87276303,87313387,10.19,7,226000,EXPLOITE
87276311,87271577,20.37,15,226000,EXPLOITE
87276311,87271585,20.77,15,232000,EXPLOITE
87276345,87164780,1.25,1,272953,EXPLOITE
87276345,87276188,0.77,1,963306,FERME ND
87276352,87276618,1.34,1,242910,VS
87276378,87313304,10.37,7,272000,EXPLOITE
87276378,87313569,10.05,7,316000,EXPLOITE
87276386,87276550,10.1,7,325000,EXPLOITE
87276402,87276006,10.02,7,272000,EXPLOITE
87276402,87313544,9.06,6,329000,EXPLOITE
87276410,87276501,10.24,7,329000,EXPLOITE
87276444,87276535,10.63,7,329000,EXPLOITE
87276451,87272021,10.0,7,325000,EXPLOITE
87276469,87276717,10.11,7,325000,EXPLOITE
87276485,87697318,10.09,7,325000,EXPLOITE
87276501,87276410,10.24,7,329000,EXPLOITE
87276535,87276444,10.63,7,329000,EXPLOITE
87276543,87276626,5.21,3,328000,EXPLOITE
87276543,87381426,1.42,1,331300,EXPLOITE
87276550,87276386,10.1,7,325000,EXPLOITE
87276568,87276576,0.73,1,315000,EXPLOITE
87276576,87276568,0.73,1,315000,EXPLOITE
87276618,87276352,1.34,1,242910,VS
87276626,87276162,10.06,7,330000,EXPLOITE
87276626,87276543,5.21,3,328000,EXPLOITE
87276642,87381798,10.12,7,328000,EXPLOITE
87276691,87313403,10.03,7,317000,EXPLOITE
87276717,87276469,10.11,7,325000,EXPLOITE
87276733,87276303,1.49,1,243300,EXPLOITE
87281006,87281311,7.07,5,302526,EXPLOITE
87281055,87286716,0.52,1,268000,DEC V
87281055,87286732,3.89,2,268000,DEC V
87281071,87281436,31.11,23,216000,EXPLOITE
87281071,87316679,1.26,1,216310,EXPLOITE
87281071,87317263,1.57,1,295000,EXPLOITE
87281071,87317339,10.19,7,314000,EXPLOITE
87281105,87281113,10.02,7,301000,EXPLOITE
87281105,87281402,10.45,7,301000,EXPLOITE
87281113,87281105,10.02,7,301000,EXPLOITE
87281121,87281139,10.4,7,301000,EXPLOITE
87281139,87281121,10.4,7,301000,EXPLOITE
87281139,87286302,10.13,7,301000,EXPLOITE
87281139,87287300,20.57,15,216000,EXPLOITE
87281246,87281279,7.39,5,304300,EXPLOITE
87281246,87317610,20.39,15,304000,EXPLOITE
87281279,87281246,7.39,5,304300,EXPLOITE
87281279,87281311,10.64,7,304000,EXPLOITE
87281311,87281006,1.18,1,301000,EXPLOITE
87281311,87281279,10.64,7,304000,EXPLOITE
87281402,87281105,10.45,7,301000,EXPLOITE
87281410,87317610,10.25,7,295000,EXPLOITE
87281428,87281436,10.01,7,295000,EXPLOITE
87281436,87281071,31.11,23,216000,EXPLOITE
87281436,87281428,10.01,7,295000,EXPLOITE
87281436,87281444,10.87,8,295000,EXPLOITE
87281444,87281436,10.87,8,295000,EXPLOITE
87281444,87281451,7.64,5,294000,NEUT
87281451,87281444,7.64,5,294000,NEUT
87281451,87281469,0.01,1,294000,DEC NV
87281469,87281451,0.01,1,294000,DEC NV
87281469,87286203,10.93,8,295000,EXPLOITE
87281873,87164780,0.17,1,952000,DEC V
87281899,87113209,0.12,1,1306,EXPLOITE
87281899,87547315,4.19,3,955306,DEC V
87282624,87723320,2.71,2,905606,VS
87282624,87728501,0.86,1,830331,EXPLOITE
87286005,87271494,185.07,62,TGV,TGV
87286005,87342014,43.92,25,TGV,TGV
87286005,87345009,29.49,20,TGV,TGV
87286062,87286526,7.01,5,272000,EXPLOITE
87286096,87286419,0.78,1,289306,EXPLOITE
87286146,87286195,10.28,7,295000,EXPLOITE
87286146,87286278,10.27,7,216000,EXPLOITE
87286161,87286203,10.32,7,295000,EXPLOITE
87286179,87286302,10.2,7,216000,EXPLOITE
87286179,87287151,10.18,7,295000,EXPLOITE
87286187,87286419,8.61,6,292000,EXPLOITE
87286187,87286534,0.54,1,277100,NEUT
87286195,87286146,10.28,7,295000,EXPLOITE
87286195,87286278,1.04,1,292306,EXPLOITE
87286195,87286716,10.11,7,278000,EXPLOITE
87286195,87286856,0.9,1,278306,EXPLOITE
87286195,87286872,10.85,8,269000,EXPLOITE
87286195,87287276,10.16,7,267000,EXPLOITE
87286203,87281469,10.93,8,295000,EXPLOITE
87286203,87286161,10.32,7,295000,EXPLOITE
87286278,87286146,10.27,7,216000,EXPLOITE
87286278,87286195,1.04,1,292306,EXPLOITE
87286278,87286534,10.11,7,295000,EXPLOITE
87286302,87281139,10.13,7,301000,EXPLOITE
87286302,87286179,10.2,7,216000,EXPLOITE
87286302,87342287,10.08,7,301000,EXPLOITE
87286419,87286096,0.78,1,289306,EXPLOITE
87286419,87286187,8.61,6,292000,EXPLOITE
87286435,87345264,6.68,5,286000,EXPLOITE
87286500,87286849,10.22,7,272000,EXPLOITE
87286500,87345256,10.38,7,226000,EXPLOITE
87286518,87109306,2.59,1,265029,DEC NV
87286526,87286062,7.01,5,272000,EXPLOITE
87286526,87286856,1.95,1,266300,EXPLOITE
87286526,87287276,10.11,7,226000,EXPLOITE
87286534,87286187,0.54,1,277100,NEUT
87286534,87286278,10.11,7,295000,EXPLOITE
87286534,87287276,3.08,2,216302,EXPLOITE
87286542,87286732,4.6,3,278000,EXPLOITE
87286567,87286583,10.28,7,267000,EXPLOITE
87286575,87286625,10.04,7,267000,EXPLOITE
87286583,87286567,10.28,7,267000,EXPLOITE
87286583,87286609,0.12,1,264000,DEC NV
87286583,87287276,10.08,7,268000,NEUT
87286609,87286583,0.12,1,264000,DEC NV
87286625,87286575,10.04,7,267000,EXPLOITE
87286625,87286856,7.73,5,268000,NEUT
87286716,87281055,0.52,1,268000,DEC V
87286716,87286195,10.11,7,278000,EXPLOITE
87286732,87281055,3.89,2,268000,DEC V
87286732,87286542,4.6,3,278000,EXPLOITE
87286849,87286500,10.22,7,272000,EXPLOITE
87286849,87286856,10.25,7,216000,EXPLOITE
87286856,87286195,0.9,1,278306,EXPLOITE
87286856,87286526,1.95,1,266300,EXPLOITE
87286856,87286625,7.73,5,268000,NEUT
87286856,87286849,10.25,7,216000,EXPLOITE
87286856,87287128,1.27,1,273308,EXPLOITE
87286872,87286195,10.85,8,269000,EXPLOITE
87287128,87286856,1.27,1,273308,EXPLOITE
87287151,87286179,10.18,7,295000,EXPLOITE
87287276,87286195,10.16,7,267000,EXPLOITE
87287276,87286526,10.11,7,226000,EXPLOITE
87287276,87286534,3.08,2,216302,EXPLOITE
87287276,87286583,10.08,7,268000,NEUT
87287292,87287300,10.41,7,295000,EXPLOITE
87287300,87281139,20.57,15,216000,EXPLOITE
87287300,87287292,10.41,7,295000,EXPLOITE
87295022,87295543,4.48,3,240000,VS
87295048,87324335,10.04,7,267000,EXPLOITE
87295055,87295709,10.16,7,267000,EXPLOITE
87295055,87324335,6.33,4,229000,EXPLOITE
87295063,87296012,61.51,46,229000,EXPLOITE
87295063,87324335,0.15,1,223000,FERME ND
87295543,87295022,4.48,3,240000,VS
87295568,87297515,1.13,1,247306,EXPLOITE
87295600,87295808,0.93,1,242370,EXPLOITE
87295600,87295857,18.23,13,267000,EXPLOITE
87295709,87295055,10.16,7,267000,EXPLOITE
87295709,87297531,10.01,7,267000,EXPLOITE
87295725,87295790,10.37,7,267000,EXPLOITE
87295725,87297531,1.64,1,239000,FERME ND
87295790,87295725,10.37,7,267000,EXPLOITE
87295790,87295808,1.01,1,267306,EXPLOITE
87295808,87295600,0.93,1,242370,EXPLOITE
87295808,87295790,1.01,1,267306,EXPLOITE
87295857,87295600,18.23,13,267000,EXPLOITE
87295857,87343400,10.17,7,267000,EXPLOITE
87296012,87295063,61.51,46,229000,EXPLOITE
87296012,87296178,0.01,1,236000,EXPLOITE
87296152,87296442,10.15,7,261000,EXPLOITE
87296178,87171769,9.44,7,82000,EXPLOITE
87296178,87296012,0.01,1,236000,EXPLOITE
87296178,87296566,10.42,7,229000,EXPLOITE
87296178,87296608,14.39,10,261000,EXPLOITE
87296418,87296632,10.2,7,261000,EXPLOITE
87296434,87296871,1.33,1,246300,EXPLOITE
87296442,87296152,10.15,7,261000,EXPLOITE
87296566,87296178,10.42,7,229000,EXPLOITE
87296566,87297283,10.36,7,229000,EXPLOITE
87296608,87296178,14.39,10,261000,EXPLOITE
87296632,87296418,10.2,7,261000,EXPLOITE
87296871,87296434,1.33,1,246300,EXPLOITE
87296871,87313494,10.12,7,261000,EXPLOITE
87297283,87296566,10.36,7,229000,EXPLOITE
87297515,87295568,1.13,1,247306,EXPLOITE
87297531,87295709,10.01,7,267000,EXPLOITE
87297531,87295725,1.64,1,239000,FERME ND
87300822,87182063,37.56,22,TGV,TGV
87300822,87184242,10.02,7,854000,EXPLOITE
87300822,87184507,10.89,8,14000,EXPLOITE
87300822,87300863,77.48,21,TGV,TGV
87300863,87300822,77.48,21,TGV,TGV
87300863,87391300,10.07,7,856000,EXPLOITE
87300863,87710731,2.76,2,14300,EXPLOITE
87300863,87713040,69.83,28,TGV,TGV
87300863,87713321,51.37,38,14000,EXPLOITE
87300863,87718007,8.48,10,TGV,TGV
87313049,87313213,2.03,1,261306,EXPLOITE
87313049,87313874,10.11,7,311000,EXPLOITE
87313056,87315044,10.22,7,272000,EXPLOITE
87313064,87313072,10.07,7,272000,EXPLOITE
87313072,87313064,10.07,7,272000,EXPLOITE
87313080,87313098,10.18,7,311000,EXPLOITE
87313080,87313213,10.14,7,261000,EXPLOITE
87313080,87313379,20.29,15,321000,EXPLOITE
87313098,87313080,10.18,7,311000,EXPLOITE
87313106,87313114,10.31,7,311000,EXPLOITE
87313114,87313106,10.31,7,311000,EXPLOITE
87313114,87313122,2.02,1,322000,FERME ND
87313122,87313114,2.02,1,322000,FERME ND
87313122,87313130,10.03,7,311000,EXPLOITE
87313130,87313122,10.03,7,311000,EXPLOITE
87313130,87317362,10.33,7,311000,EXPLOITE
87313213,87313049,2.03,1,261306,EXPLOITE
87313213,87313080,10.14,7,261000,EXPLOITE
87313213,87313320,10.22,7,232000,EXPLOITE
87313213,87316109,10.14,7,272000,EXPLOITE
87313221,87313239,10.0,7,272000,EXPLOITE
87313239,87313221,10.0,7,272000,EXPLOITE
87313239,87313262,10.1,7,272000,EXPLOITE
87313247,87313270,10.05,7,272000,EXPLOITE
87313262,87313239,10.1,7,272000,EXPLOITE
87313270,87313247,10.05,7,272000,EXPLOITE
87313270,87313288,10.11,7,272000,EXPLOITE
87313288,87313270,10.11,7,272000,EXPLOITE
87313296,87276212,10.45,7,272000,EXPLOITE
87313304,87276378,10.37,7,272000,EXPLOITE
87313320,87313213,10.22,7,232000,EXPLOITE
87313320,87313338,10.02,7,232000,EXPLOITE
87313338,87313320,10.02,7,232000,EXPLOITE
87313338,87313353,10.01,7,232000,EXPLOITE
87313346,87316208,10.09,7,232000,EXPLOITE
87313353,87313338,10.01,7,232000,EXPLOITE
87313379,87313080,20.29,15,321000,EXPLOITE
87313379,87313395,10.09,7,321000,EXPLOITE
87313387,87276303,10.19,7,226000,EXPLOITE
87313387,87313403,0.3,1,232000,DEC NV
87313395,87313379,10.09,7,321000,EXPLOITE
87313395,87313841,10.63,7,321000,EXPLOITE
87313403,87276691,10.03,7,317000,EXPLOITE
87313403,87313387,0.3,1,232000,DEC NV
87313403,87313478,40.71,30,226000,EXPLOITE
87313403,87316208,10.3,7,232000,EXPLOITE
87313437,87313460,10.15,7,261000,EXPLOITE
87313445,87315044,10.35,7,261000,EXPLOITE
87313460,87313437,10.15,7,261000,EXPLOITE
87313460,87313478,10.16,7,261000,EXPLOITE
87313478,87313403,40.71,30,226000,EXPLOITE
87313478,87313460,10.16,7,261000,EXPLOITE
87313478,87313486,10.26,7,261000,EXPLOITE
87313478,87313882,10.23,7,226000,EXPLOITE
87313486,87313478,10.26,7,261000,EXPLOITE
87313486,87313494,10.31,7,261000,EXPLOITE
87313494,87296871,10.12,7,261000,EXPLOITE
87313494,87313486,10.31,7,261000,EXPLOITE
87313510,87313601,2.99,2,316000,EXPLOITE
87313510,87313684,10.01,7,325000,EXPLOITE
87313510,87313692,10.1,7,325000,EXPLOITE
87313544,87276402,9.06,6,329000,EXPLOITE
87313544,87316398,10.24,7,316000,EXPLOITE
87313569,87276378,10.05,7,316000,EXPLOITE
87313593,87316406,10.7,8,316000,EXPLOITE
87313601,87313510,2.99,2,316000,EXPLOITE
87313601,87313676,10.09,7,325000,EXPLOITE
87313668,87313676,10.05,7,325000,EXPLOITE
87313676,87313601,10.09,7,325000,EXPLOITE
87313676,87313668,10.05,7,325000,EXPLOITE
87313684,87313510,10.01,7,325000,EXPLOITE
87313692,87313510,10.1,7,325000,EXPLOITE
87313718,87313726,10.28,7,325000,EXPLOITE
87313726,87313718,10.28,7,325000,EXPLOITE
87313726,87313734,10.27,7,325000,EXPLOITE
87313734,87313726,10.27,7,325000,EXPLOITE
87313734,87313742,10.75,8,325000,EXPLOITE
87313742,87313734,10.75,8,325000,EXPLOITE
87313742,87313759,4.66,3,325000,EXPLOITE
87313759,87313742,4.66,3,325000,EXPLOITE
87313759,87313767,10.1,7,325000,EXPLOITE
87313759,87313841,10.0,7,321000,EXPLOITE
87313767,87313759,10.1,7,325000,EXPLOITE
87313767,87313809,20.03,15,325000,EXPLOITE
87313809,87313767,20.03,15,325000,EXPLOITE
87313809,87313817,10.17,7,325000,EXPLOITE
87313817,87313809,10.17,7,325000,EXPLOITE
87313817,87317537,10.04,7,325000,EXPLOITE
87313833,87411470,20.11,15,321000,EXPLOITE
87313841,87313395,10.63,7,321000,EXPLOITE
87313841,87313759,10.0,7,321000,EXPLOITE
87313874,87313049,10.11,7,311000,EXPLOITE
87313874,87316125,6.33,4,232000,EXPLOITE
87313882,87223263,88.45,31,TGV,TGV
87313882,87271494,96.98,30,TGV,TGV
87313882,87313478,10.23,7,226000,EXPLOITE
87313882,87342014,47.67,18,TGV,TGV
87313882,87342592,50.62,37,226000,EXPLOITE
87315044,87313056,10.22,7,272000,EXPLOITE
87315044,87313445,10.35,7,261000,EXPLOITE
87315044,87316125,10.29,7,272000,EXPLOITE
87316067,87342048,20.21,15,272000,EXPLOITE
87316109,87313213,10.14,7,272000,EXPLOITE
87316125,87313874,6.33,4,232000,EXPLOITE
87316125,87315044,10.29,7,272000,EXPLOITE
87316208,87313346,10.09,7,232000,EXPLOITE
87316208,87313403,10.3,7,232000,EXPLOITE
87316398,87313544,10.24,7,316000,EXPLOITE
87316406,87313593,10.7,8,316000,EXPLOITE
87316604,87317248,10.07,7,308000,EXPLOITE
87316679,87281071,1.26,1,216310,EXPLOITE
87316679,87317305,0.67,1,216312,EXPLOITE
87316679,87317610,9.86,7,314000,EXPLOITE
87317016,87317115,2.3,1,312311,VS
87317016,87317586,0.72,1,312502,VS
87317057,87317065,10.0,7,311000,EXPLOITE
87317057,87317404,21.02,15,311000,EXPLOITE
87317065,87317057,10.0,7,311000,EXPLOITE
87317065,87317081,10.28,7,311000,EXPLOITE
87317065,87317164,9.63,7,308000,EXPLOITE
87317081,87317065,10.28,7,311000,EXPLOITE
87317099,87317107,10.65,7,311000,EXPLOITE
87317107,87317099,10.65,7,311000,EXPLOITE
87317115,87317016,2.3,1,312311,VS
87317115,87317123,10.03,7,314000,EXPLOITE
87317123,87317115,10.03,7,314000,EXPLOITE
87317123,87317321,10.21,7,314000,EXPLOITE
87317164,87317065,9.63,7,308000,EXPLOITE
87317164,87317180,10.0,7,308000,EXPLOITE
87317180,87317164,10.0,7,308000,EXPLOITE
87317198,87317222,11.25,8,308000,EXPLOITE
87317222,87317198,11.25,8,308000,EXPLOITE
87317230,87317255,10.05,7,308000,EXPLOITE
87317248,87316604,10.07,7,308000,EXPLOITE
87317255,87317230,10.05,7,308000,EXPLOITE
87317255,87342337,10.56,7,308000,EXPLOITE
87317263,87281071,1.57,1,295000,EXPLOITE
87317263,87317610,2.78,2,304000,EXPLOITE
87317305,87316679,0.67,1,216312,EXPLOITE
87317305,87317610,0.62,1,314306,EXPLOITE
87317321,87317123,10.21,7,314000,EXPLOITE
87317339,87281071,10.19,7,314000,EXPLOITE
87317362,87313130,10.33,7,311000,EXPLOITE
87317362,87317396,10.12,7,311000,EXPLOITE
87317362,87317537,34.45,25,323000,EXPLOITE
87317396,87317362,10.12,7,311000,EXPLOITE
87317396,87317404,10.34,7,311000,EXPLOITE
87317404,87317057,21.02,15,311000,EXPLOITE
87317404,87317396,10.34,7,311000,EXPLOITE
87317529,87317537,4.96,3,325000,EXPLOITE
87317537,87313817,10.04,7,325000,EXPLOITE
87317537,87317362,34.45,25,323000,EXPLOITE
87317537,87317529,4.96,3,325000,EXPLOITE
87317586,87317016,0.72,1,312502,VS
87317610,87281246,20.39,15,304000,EXPLOITE
87317610,87281410,10.25,7,295000,EXPLOITE
87317610,87316679,9.86,7,314000,EXPLOITE
87317610,87317263,2.78,2,304000,EXPLOITE
87317610,87317305,0.62,1,314306,EXPLOITE
87318964,87111849,571.21,155,TGV,TGV
87318964,87271494,589.95,162,TGV,TGV
87318964,87319012,67.19,20,TGV,TGV
87318964,87391003,578.72,206,TGV,TGV
87318964,87686006,577.8,165,TGV,TGV
87318964,87723197,204.57,67,TGV,TGV
87318964,87751008,83.82,29,TGV,TGV
87318964,87755009,127.57,66,TGV,TGV
87318964,87763029,119.95,34,TGV,TGV
87318964,87765008,2.38,1,824306,EXPLOITE
87318964,87765446,10.03,7,925000,EXPLOITE
87318964,87775007,40.67,30,800000,EXPLOITE
87318964,87775023,20.23,15,830000,EXPLOITE
87319012,87318964,67.19,20,TGV,TGV
87319012,87686006,640.65,182,TGV,TGV
87319012,87723197,258.89,127,TGV,TGV
87319012,87751008,17.71,12,TGV,TGV
87319012,87751081,19.1,14,TGV,TGV
87319012,87751602,10.02,7,752000,EXPLOITE
87319012,87753715,40.55,30,752000,EXPLOITE
87319012,87755009,61.42,50,TGV,TGV
87321745,87481705,0.37,1,515000,EXPLOITE
87322347,87473868,5.86,4,486000,EXPLOITE
87323675,87641217,10.12,7,702000,EXPLOITE
87323675,87641415,13.06,9,705000,EXPLOITE
87324095,87575001,10.31,9,TGV,TGV
87324095,87575142,21.1,12,TGV,TGV
87324335,87295048,10.04,7,267000,EXPLOITE
87324335,87295055,6.33,4,229000,EXPLOITE
87324335,87295063,0.15,1,223000,FERME ND
87328021,87615344,10.0,7,738000,EXPLOITE
87328021,87615476,10.01,7,738000,EXPLOITE
87328195,87574848,10.06,7,593000,EXPLOITE
87328195,87574897,10.5,7,593000,EXPLOITE
87328328,87271247,0.93,1,983000,EXPLOITE
87328328,87391532,7.15,5,980000,NEUT
87328328,87545293,0.35,1,570306,NEUT
87328328,87547315,0.16,1,956000,DEC NV
87334482,87276162,2.59,1,337300,EXPLOITE
87334482,87381905,4.6,3,338000,EXPLOITE
87334490,87471029,7.96,5,466000,EXPLOITE
87334490,87471532,10.07,7,420000,EXPLOITE
87334490,87471540,4.04,3,408000,EXPLOITE
87334508,87471391,10.64,7,420000,EXPLOITE
87337980,87386052,10.01,7,334000,EXPLOITE
87338517,87338525,0.14,1,139301,EXPLOITE
87338525,87212100,0.09,1,139301,NEUT
87338525,87338517,0.14,1,139301,EXPLOITE
87342006,87342139,10.13,7,301000,EXPLOITE
87342006,87342402,1.86,1,290000,FERME ND
87342006,87342410,0.69,1,290000,EXPLOITE
87342014,87223263,44.38,23,TGV,TGV
87342014,87286005,43.92,26,TGV,TGV
87342014,87313882,47.67,18,TGV,TGV
87342014,87342063,10.16,7,272000,EXPLOITE
87342014,87342071,1.31,1,226306,EXPLOITE
87342014,87342097,10.23,7,272000,EXPLOITE
87342014,87342188,10.1,7,307000,EXPLOITE
87342014,87342592,10.13,7,301000,EXPLOITE
87342014,87345009,23.82,15,TGV,TGV
87342030,87342071,10.04,7,272000,EXPLOITE
87342048,87316067,20.21,15,272000,EXPLOITE
87342063,87342014,10.16,7,272000,EXPLOITE
